type,latitude,longitude,tw,fullAddressRu,fullAddressUa,fullAddressEn,placeRu,placeUa,cityRU,cityUA,cityEN
TSO,35.125461,47.846157,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 153","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 153","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 153",Торговый Центр  НАДИЯ,Торговый Центр  НАДІЯ,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.075385,47.885024,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,улица Бородинская,дом 20б","Україна,область Запорізька,місто Запоріжжя,вулиця Бородінська,будинок 20б","Ukraine,area Zaporizka,city Zaporizhzhia,street Borodynska,building 20b",Супермаркет Амстор,супермаркет Амстор,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.168404,47.823187,"{'mon': '08:00 - 23:00', 'tue': '08:00 - 23:00', 'wed': '08:00 - 23:00', 'thu': '08:00 - 23:00', 'fri': '08:00 - 23:00', 'sat': '08:00 - 23:00', 'sun': '08:00 - 23:00', 'hol': '08:00 - 23:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 83","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 83","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 83",Торговый центр  Аврора,Торговый центр  Аврора,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.220744,47.784446,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,улица Северо-Кольцевая,дом 10 А","Україна,область Запорізька,місто Запоріжжя,вулиця Північно-Кільцева,будинок 10 А","Ukraine,region Zaporizka,city Zaporizhzhia,street Pivnichno-Kiltseva,building 10 A",Супремаркет  Варус,Супремаркет  Варус,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.176949,47.810901,"{'mon': '08:00 - 19:00', 'tue': '08:00 - 19:00', 'wed': '08:00 - 19:00', 'thu': '08:00 - 19:00', 'fri': '08:00 - 19:00', 'sat': '08:00 - 19:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Кирова,дом 111","Україна,область Запорізька,місто Запоріжжя,вулиця Кірова,будинок 111","Ukraine,region Zaporizka,city Zaporizhzhia,street Kirova,building 111",Автосалон  Интеравто- Плюс,Автосалон Інтеравто- Плюс,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.126293,47.845557,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 151","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 151","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 151",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.164893,47.827255,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 144","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 144","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 144",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.049936,47.818305,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Юбилейный,дом Б .н.","Україна,область Запорізька,місто Запоріжжя,проспект Ювілейний,будинок Б .н.","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Yuvileinyi,building B .n.",Банковский модуль,Банковский модуль,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.160985,47.830697,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 152","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 152","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 152",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.216238,47.778786,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,улица Чумаченко,дом 37","Україна,область Запорізька,місто Запоріжжя,вулиця Чумаченка,будинок 37","Ukraine,region Zaporizka,city Zaporizhzhia,street Chumachenka,building 37",Банковский модуль,Банковский модуль,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.176166,47.817164,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 74","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 74","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 74",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.213723,47.837318,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 46Б","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 46Б","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 46B",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.107817,47.860576,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Металлургов,дом 3","Україна,область Запорізька,місто Запоріжжя,проспект Металургів,будинок 3","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Metalurhiv,building 3",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.185150,47.809872,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 38","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 38","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 38",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
